t [s]	 x [feet] 	 y [feet] 	 z [feet]
0.348500	0.462595	17.614970	3.684746
0.349000	0.439601	17.573078	3.698698
0.349500	0.426844	17.509147	3.696999
0.350000	0.476760	17.474093	3.664986
0.350500	0.386250	17.326561	3.611248
0.351000	0.502324	17.288976	3.620269
0.351500	0.456410	17.368004	3.662905
0.352000	0.471545	17.211494	3.571903
0.352500	0.460042	17.210906	3.627029
0.353000	0.433684	17.119906	3.628900
0.353500	0.477798	17.111556	3.561330
0.354000	0.462857	16.969164	3.559843
0.354500	0.429459	16.970291	3.580610
0.355000	0.517932	16.879620	3.631400
0.355500	0.468092	16.872857	3.607689
0.356000	0.488358	16.811380	3.583575
0.356500	0.413914	16.764928	3.555679
0.357000	0.494816	16.680196	3.504723
0.357500	0.504776	16.632200	3.526487
0.358000	0.504696	16.552583	3.476437
0.358500	0.481814	16.548900	3.561752
0.359000	0.399733	16.497894	3.590441
0.359500	0.424300	16.464879	3.565873
0.360000	0.391656	16.404947	3.574145
0.360500	0.515350	16.415464	3.542654
0.361000	0.529324	16.310127	3.546441
0.361500	0.435349	16.213877	3.558448
0.362000	0.493481	16.161682	3.495218
0.362500	0.486952	16.098619	3.458065
0.363000	0.465856	16.092354	3.539873
0.363500	0.433949	16.047318	3.403117
0.364000	0.446211	15.933752	3.442923
0.364500	0.431656	16.007554	3.471955
0.365000	0.432054	15.926948	3.471901
0.365500	0.455878	15.883165	3.400083
0.366000	0.435139	15.768279	3.495475
0.366500	0.384207	15.672712	3.398775
0.367000	0.497488	15.713430	3.345859
0.367500	0.409058	15.578122	3.355572
0.368000	0.437540	15.549955	3.445057
0.368500	0.505616	15.582020	3.438064
0.369000	0.526454	15.529516	3.442658
0.369500	0.630382	15.430980	3.384354
0.370000	0.439125	15.440086	3.353154
0.370500	0.432349	15.378629	3.358302
0.371000	0.421279	15.236189	3.324855
0.371500	0.553447	15.161567	3.354016
0.372000	0.468514	15.175636	3.330693
0.372500	0.500787	15.081480	3.312177
0.373000	0.529180	15.066741	3.359929
0.373500	0.502497	15.071700	3.245127
0.374000	0.387924	14.962180	3.362953
0.374500	0.448594	14.923321	3.303350
0.375000	0.442327	14.868099	3.344539
0.375500	0.462791	14.827020	3.284897
0.376000	0.421305	14.720314	3.316812
0.376500	0.483459	14.701961	3.212679
0.377000	0.376683	14.651642	3.214323
0.377500	0.439193	14.603730	3.325957
0.378000	0.537423	14.543975	3.274549
0.378500	0.457352	14.468839	3.279369
0.379000	0.438026	14.451810	3.235723
0.379500	0.513848	14.362577	3.260440
0.380000	0.514474	14.314905	3.272440
0.380500	0.469804	14.266173	3.218713
0.381000	0.411785	14.208619	3.213295
0.381500	0.474497	14.205027	3.258056
0.382000	0.492885	14.158354	3.162326
0.382500	0.523877	14.074911	3.170554
0.383000	0.460269	14.046745	3.099049
0.383500	0.448778	14.021329	3.262204
0.384000	0.525971	13.910948	3.135385
0.384500	0.490333	13.923400	3.092395
0.385000	0.448082	13.846752	3.123500
0.385500	0.464921	13.762368	3.074798
0.386000	0.519323	13.711479	3.034155
0.386500	0.539637	13.658384	3.139909
0.387000	0.505524	13.637810	3.084069
0.387500	0.513970	13.549414	3.005629
0.388000	0.486563	13.531809	3.049292
0.388500	0.583157	13.461683	3.121472
0.389000	0.465533	13.448113	3.059538
0.389500	0.535748	13.365747	3.050256
0.390000	0.485040	13.283572	3.049084
0.390500	0.452519	13.268188	3.066782
0.391000	0.500302	13.200575	3.067324
0.391500	0.427346	13.198162	3.018798
0.392000	0.510980	13.162968	3.002104
0.392500	0.552946	12.983250	3.011063
0.393000	0.519084	12.984650	3.020127
0.393500	0.494236	12.997244	2.991403
0.394000	0.573763	12.932653	2.978006
0.394500	0.515760	12.787858	2.966174
0.395000	0.513194	12.824121	2.955518
0.395500	0.502005	12.725100	3.016168
0.396000	0.523899	12.779614	2.909244
0.396500	0.445960	12.707021	2.933650
0.397000	0.482163	12.599376	2.955204
0.397500	0.456206	12.539611	2.936946
0.398000	0.509129	12.561152	2.918511
0.398500	0.477857	12.422728	2.948425
0.399000	0.508350	12.402903	2.875945
0.399500	0.522856	12.376565	2.866422
0.400000	0.388339	12.299590	2.966023
0.400500	0.492540	12.283744	2.819346
0.401000	0.481178	12.248479	2.876995
0.401500	0.509849	12.136149	2.865884
0.402000	0.469190	12.100658	2.878750
0.402500	0.461650	11.977910	2.841474
0.403000	0.536745	12.008144	2.906506
0.403500	0.462660	11.931418	2.823780
0.404000	0.468165	11.866720	2.888691
0.404500	0.554624	11.919337	2.865734
0.405000	0.471247	11.829851	2.754651
0.405500	0.485277	11.720459	2.795768
0.406000	0.656440	11.762606	2.886245
0.406500	0.509266	11.644096	2.798715
0.407000	0.415638	11.567866	2.816046
0.407500	0.504028	11.509931	2.777290
0.408000	0.473047	11.447071	2.752886
0.408500	0.563099	11.464234	2.865054
0.409000	0.553428	11.341968	2.750255
0.409500	0.537809	11.346734	2.699753
0.410000	0.508515	11.257907	2.819737
0.410500	0.482819	11.386542	2.738598
0.411000	0.493782	11.142755	2.643032
0.411500	0.496460	11.198244	2.675201
0.412000	0.522791	11.123851	2.675027
0.412500	0.527982	11.046210	2.666586
0.413000	0.502471	10.950666	2.613041
0.413500	0.579691	10.963327	2.701892
0.414000	0.562771	10.925872	2.720013
0.414500	0.505536	10.845174	2.665437
0.415000	0.514749	10.773826	2.635985
0.415500	0.528519	10.745808	2.660410
0.416000	0.521530	10.639990	2.659724
0.416500	0.516000	10.565189	2.702016
0.417000	0.522554	10.648014	2.595717
0.417500	0.526929	10.516215	2.614779
0.418000	0.541309	10.460971	2.505229
0.418500	0.484263	10.445744	2.567783
0.419000	0.515736	10.323672	2.603250
0.419500	0.462046	10.357541	2.570003
0.420000	0.548404	10.295636	2.585562
0.420500	0.481674	10.214758	2.588211
0.421000	0.519438	10.226550	2.607261
0.421500	0.487042	10.155809	2.544494
0.422000	0.589607	9.963261	2.521829
0.422500	0.509936	9.978226	2.518778
0.423000	0.537238	9.977845	2.470565
0.423500	0.581195	9.885032	2.497622
0.424000	0.460386	9.945813	2.518998
0.424500	0.573939	9.780445	2.459267
0.425000	0.546395	9.858341	2.400652
0.425500	0.571472	9.768114	2.470500
0.426000	0.505913	9.597339	2.393372
0.426500	0.464739	9.610713	2.415750
0.427000	0.520291	9.570806	2.418778
0.427500	0.502322	9.471034	2.425498
0.428000	0.482593	9.452034	2.447201
0.428500	0.546840	9.409173	2.421040
0.429000	0.493638	9.405820	2.452754
0.429500	0.562494	9.389652	2.421827
0.430000	0.529709	9.235139	2.371108
0.430500	0.540240	9.232839	2.371323
0.431000	0.477930	9.142140	2.368265
0.431500	0.540050	9.091074	2.411782
0.432000	0.544419	9.010463	2.319501
0.432500	0.516602	8.942175	2.278594
0.433000	0.561657	8.969288	2.299509
0.433500	0.489483	8.896837	2.290708
0.434000	0.466905	8.776210	2.214726
0.434500	0.543368	8.808567	2.264865
0.435000	0.549062	8.760594	2.217695
0.435500	0.618813	8.800320	2.240643
0.436000	0.519538	8.671681	2.309281
0.436500	0.494114	8.590195	2.259658
0.437000	0.500243	8.525347	2.179739
0.437500	0.542982	8.522694	2.171287
0.438000	0.596200	8.414126	2.266882
0.438500	0.534816	8.388800	2.209719
0.439000	0.547100	8.334327	2.264761
0.439500	0.534334	8.315389	2.235466
0.440000	0.567049	8.299036	2.150082
0.440500	0.580058	8.233086	2.186533
0.441000	0.549481	8.122120	2.210720
0.441500	0.559017	8.101577	2.142933
0.442000	0.543675	8.017509	2.097955
0.442500	0.531976	8.033374	2.232560
0.443000	0.586716	7.889500	2.152752
0.443500	0.542224	7.858453	2.149608
0.444000	0.593006	7.863178	2.088296
0.444500	0.505726	7.862428	2.081682
0.445000	0.507698	7.758847	2.087665
0.445500	0.620071	7.686223	2.151674
0.446000	0.548168	7.631392	2.118532
0.446500	0.514625	7.554881	1.992314
0.447000	0.530069	7.536285	2.052532
0.447500	0.587863	7.496655	2.007273
0.448000	0.506405	7.456544	2.021907
0.448500	0.549601	7.350362	1.950688
0.449000	0.454835	7.291318	2.117715
0.449500	0.622861	7.353272	1.987704
0.450000	0.563643	7.311592	2.101003
0.450500	0.531656	7.151627	2.047002
0.451000	0.487433	7.249827	1.969233
0.451500	0.602957	7.037571	1.955686
0.452000	0.525792	7.054060	1.975726
0.452500	0.613948	7.068613	1.964521
0.453000	0.542002	6.923013	1.904565
0.453500	0.591348	6.957100	1.854070
0.454000	0.457153	6.860904	1.847884
0.454500	0.607581	6.794928	1.863720
0.455000	0.496731	6.668356	1.922247
0.455500	0.558517	6.633211	1.894183
0.456000	0.610053	6.605032	1.932487
0.456500	0.605692	6.578088	1.833801
0.457000	0.514387	6.546553	1.825017
0.457500	0.571241	6.484134	1.898534
0.458000	0.620358	6.472428	1.797734
0.458500	0.590639	6.316807	1.819010
0.459000	0.530585	6.326871	1.840534
0.459500	0.553076	6.245812	1.843844
0.460000	0.491041	6.249588	1.795123
0.460500	0.521612	6.193871	1.774144
0.461000	0.578363	6.157647	1.866923
0.461500	0.623806	6.035770	1.829266
0.462000	0.520154	6.071598	1.744559
0.462500	0.603410	5.998183	1.755198
0.463000	0.595626	5.889820	1.721377
0.463500	0.628589	5.837630	1.820320
0.464000	0.598163	5.840145	1.743162
0.464500	0.550001	5.812791	1.748355
0.465000	0.620448	5.774304	1.757122
0.465500	0.602047	5.679656	1.776093
0.466000	0.642768	5.575982	1.708891
0.466500	0.579097	5.582264	1.638718
0.467000	0.561114	5.491131	1.664755
0.467500	0.627743	5.531915	1.696460
0.468000	0.483948	5.477225	1.638999
0.468500	0.592236	5.314590	1.667230
0.469000	0.559315	5.399210	1.654350
0.469500	0.631908	5.207399	1.596187
0.470000	0.550907	5.212204	1.610456
0.470500	0.564156	5.191232	1.650003
0.471000	0.578938	5.175418	1.634679
0.471500	0.621050	5.062229	1.575982
0.472000	0.612042	5.038087	1.513524
0.472500	0.570794	4.912247	1.650658
0.473000	0.546504	4.870147	1.575440
0.473500	0.568775	4.807885	1.562661
0.474000	0.594944	4.805886	1.597227
0.474500	0.567737	4.799237	1.483573
0.475000	0.553336	4.738407	1.510560
0.475500	0.587131	4.660131	1.496145
0.476000	0.586342	4.642618	1.505564
0.476500	0.554530	4.504914	1.452629
0.477000	0.509211	4.506130	1.490899
0.477500	0.555445	4.424668	1.471661
0.478000	0.543326	4.390315	1.432167
0.478500	0.604506	4.396978	1.456303
0.479000	0.635937	4.278291	1.386130
0.479500	0.593564	4.264829	1.367024
0.480000	0.560644	4.271026	1.396508
0.480500	0.532657	4.185580	1.422205
0.481000	0.546521	4.117217	1.317505
0.481500	0.561474	4.009561	1.314274
0.482000	0.648664	4.041975	1.313812
0.482500	0.490762	3.930734	1.310675
0.483000	0.668671	3.907110	1.323170
0.483500	0.553117	3.833334	1.251216
0.484000	0.587389	3.740577	1.311391
0.484500	0.530808	3.759984	1.318943
0.485000	0.545565	3.782575	1.271738
0.485500	0.621775	3.623996	1.336332
0.486000	0.590193	3.580684	1.282579
0.486500	0.606334	3.602201	1.264153
0.487000	0.529374	3.548158	1.247182
0.487500	0.594217	3.546481	1.201330
0.488000	0.541132	3.463992	1.248161
0.488500	0.605539	3.340846	1.183154
0.489000	0.575531	3.351862	1.215774
0.489500	0.577844	3.222654	1.229426
0.490000	0.621517	3.212771	1.160026
0.490500	0.646262	3.159295	1.236914
0.491000	0.588504	3.068599	1.143144
0.491500	0.603439	3.043697	1.148282
0.492000	0.559467	3.012663	1.126767
0.492500	0.572406	2.936718	1.105553
0.493000	0.528435	2.928174	1.127443
0.493500	0.605135	2.882311	1.022260
0.494000	0.550425	2.793267	1.145720
0.494500	0.518385	2.753826	1.166211
0.495000	0.615261	2.632920	1.051224
0.495500	0.549564	2.648190	1.095419
0.496000	0.573498	2.652671	1.066854
0.496500	0.634808	2.618548	1.007112
0.497000	0.649319	2.434073	1.057599
0.497500	0.620431	2.413514	1.033640
0.498000	0.599150	2.421720	1.007160
0.498500	0.681907	2.352762	0.991423
0.499000	0.686083	2.327574	0.965549
0.499500	0.577215	2.254736	1.083755
